sentence_index,word,label
33,梁溪区,O
33,-,O
33,阳朔县,O
33,丨,O
33,岳池县,O
33,.,O
33,W7Fv,O
34,(,O
34,高端,O
34,小姐,O
34,微,O
34,812828338,B-contact
34,),O
34,哪里,O
34,能玩到,O
34,空姐,O
34,媛,O
34,交,O
34,一夜情,O
34,醴陵,O
34,兼职,O
34,少妇,O
34,上门,O
34,(,O
34,妹子,O
34,微信,O
34,812828338,B-contact
34,),O
34,丰原,O
34,.,O
34,内江,O
34,东兴区,O
34,-,O
34,固阳县,O
34,丨,O
34,乡城县,O
34,~,O
35,深圳,O
35,私人,O
35,外围,O
35,微信,O
35,【,O
35,微,O
35,:,O
35,⒏,B-contact
35,4,I-contact
35,⒏,I-contact
35,⒐,I-contact
35,79,I-contact
35,⒍,I-contact
35,】,O
35,在线,O
35,安排,O
35,.,O
35,mbg,O
36,韩国,O
36,大佛,O
36,大学本科,O
36,毕业证,O
36,【,O
36,WeChat,O
36,微,O
36,KAA2238,B-contact
36,】,O
36,【,O
36,O8pc,O
37,昆明,O
37,洋酒,O
37,安排,O
37,流程,O
37,【,O
37,微,O
37,coo850,B-contact
37,】,O
37,安排,O
37,.,O
37,dpg,O
38,《,O
38,办理,O
38,堪萨斯,O
38,大学,O
38,毕业证书,O
38,》,O
38,（,O
38,微,O
38,512171687,B-contact
38,）,O
38,《,O
39,毕业证书,O
39,范例,O
39,圭尔夫,O
39,大学,O
39,文凭,O
39,q,O
39,微,O
39,741003700guelph,B-contact
39,文,O
40,如何,O
40,打印,O
40,大学,O
40,考试,O
40,成绩单,O
40,《,O
40,做,O
40,证微,O
40,fuk7778,B-contact
40,》,O
40,qmz,O
41,国立,O
41,石油,O
41,天然气,O
41,大学,O
41,Diploma,O
41,,O
41,in,O
41,,O
41,Economics,O
41,【,O
41,WeChat,O
41,微,O
41,aptao168,B-contact
41,】,O
41,vE1r9dc,O
42,(,O
42,高端,O
42,小姐,O
42,微,O
42,812828338,B-contact
42,),O
42,找,O
42,高端,O
42,主播,O
42,约,O
42,炮,O
42,一夜情,O
42,三河,O
42,哪里找,O
42,外围,O
42,小姐,O
42,特殊,O
42,服务,O
42,(,O
42,白领,O
42,微信,O
42,812828338,B-contact
42,),O
42,衡东县,O
42,-,O
42,哈巴河县,O
42,-,O
42,内丘县,O
42,_,O
42,双城,O
42,_,O
42,Z3yU,O
43,湖南,O
43,(,O
43,高端,O
43,小姐,O
43,微,O
43,87978378,B-contact
43,),O
43,哪里,O
43,有,O
43,高端,O
43,主播,O
43,探花,O
43,成都,O
43,锦江区,O
43,丨,O
43,礼泉县,O
43,_,O
43,郑州,O
43,中原区,O
43,_,O
43,丹寨县,O
43,_,O
43,x6gh,O
43,都昌县,O
43,-,O
44,q,O
44,微,O
44,936794295,B-contact
44,出售,O
44,西班牙,O
44,大学,O
44,假文凭,O
44,-,O
44,西班牙,O
44,马德里,O
44,理工,O
45,乐陵,O
45,哪里,O
45,有,O
45,办假,O
45,身份证,O
45,的,O
45,【,O
45,制作,O
45,微信,O
45,80696778,B-contact
45,】,O
45,【,O
45,制作,O
45,仿制,O
45,仿造,O
45,营运证,O
45,，,O
45,经营,O
45,许可证,O
45,，,O
45,卫生,O
45,许可证,O
45,『,O
45,假证,O
45,微信,O
45,80696778,B-contact
45,』,O
45,购买,O
45,出售,O
45,办理,O
45,各类,O
45,真假,O
45,证件,O
45,】,O
45,白山,O
45,6o,O
46,上虞,O
46,附近,O
46,出来,O
46,卖,O
46,的,O
46,学生,O
46,【,O
46,妹子,O
46,微信,O
46,896606662,B-contact
46,】,O
46,gsma,O
47,北京,O
47,喝茶,O
47,资源,O
47,微信,O
47,【,O
47,☀,O
47,️,O
47,微,O
47,:,O
47,3897289,B-contact
47,☀,O
47,️,O
47,】,O
47,同城,O
47,约,O
47,炮,O
47,，,O
47,美,O
47,女主播,O
47,.,O
47,模特,O
47,.,O
47,少妇,O
47,.,O
47,白领,O
47,.,O
47,外围,O
47,.,O
47,小姐,O
47,小妹,O
47,全天,O
47,上门,O
47,【,O
47,微信,O
47,:,O
47,3897289,B-contact
47,】,O
47,酒店宾馆,O
47,快餐,O
47,大,O
47,保健,O
47,一条龙,O
47,服务,O
47,.,O
47,wba,O
48,南京,O
48,高端,O
48,模特,O
48,预约,O
48,【,O
48,微,O
48,sor105,B-contact
48,】,O
48,安排,O
48,.,O
48,gfs,O
49,上海,O
49,供卵,O
49,代孕,O
49,需要,O
49,多少,O
49,钱,O
49,?,O
49,【,O
49,136,B-contact
49,-,I-contact
49,2268,I-contact
49,-,I-contact
49,810,I-contact
49,电话,O
49,【,O
49,微信,O
49,】,O
49,.,O
49,mqi,O
50,合作,O
50,☀,O
50,️,O
50,少妇,O
50,微信,O
50,80708238,B-contact
50,☀,O
50,️,O
50,出来,O
50,卖,O
50,的,O
50,少妇,O
50,白领,O
50,本地,O
50,陪,O
50,玩,O
50,上门,O
50,西林县,O
50,.,O
50,独山县,O
50,丨,O
50,永德县,O
50,丨,O
50,广灵县,O
50,_,O
50,xu5M,O
50,晋中,O
50,榆次区,O
50,-,O
51,广州,O
51,外围,O
51,全球,O
51,资源,O
51,【,O
51,微信,O
51,amww86,B-contact
51,】,O
51,快速,O
51,安排,O
51,.,O
51,cpi,O
52,乌兰浩特,O
52,(,O
52,美女,O
52,微信,O
52,11582001,B-contact
52,),O
52,找,O
52,模特,O
52,本地,O
52,陪,O
52,玩,O
52,上门,O
52,nUu2,O
53,学历,O
53,认证,O
53,报告,O
53,是,O
53,什么,O
53,《,O
53,芝加哥大学,O
53,毕业证,O
53,》,O
53,（,O
53,q,O
53,微,O
53,741003700,B-contact
54,北京,O
54,天伦,O
54,不孕,O
54,不育,O
54,【,O
54,微信,O
54,：,O
54,haiivf,B-contact
54,】,O
54,提供,O
54,正规,O
54,专业,O
54,的,O
54,代孕,O
54,机构,O
54,，,O
54,代孕,O
54,服务,O
54,，,O
54,代孕,O
54,公司,O
54,，,O
54,代,O
54,怀孕,O
54,【,O
54,咨询,O
54,微信,O
54,：,O
54,haiivf,B-contact
54,】,O
54,提供,O
54,全球,O
54,领先,O
54,的,O
54,生殖,O
54,医疗,O
54,服务,O
54,。,O
54,.,O
54,rin,O
55,15,O
55,毕业生,O
55,成器,O
55,hope,O
55,-,O
55,uni,O
55,毕业证书,O
55,微,O
55,【,O
55,1821942289,B-contact
55,】,O
55,办,O
55,利物浦,O
55,希望,O
55,大学,O
56,McMaster,O
56,毕业证书,O
56,麦克马斯特,O
56,大学,O
56,毕业证,O
56,成绩单,O
56,Q,O
56,_,O
56,微,O
56,914364911,B-contact
56,学历,O
56,认证,O
56,McMaster,O
56,留信,O
56,认证,O
56,McMaster,O
56,修改,O
56,GPA,O
56,成绩,O
56,McMaster,O
56,加拿大,O
56,本科,O
56,毕业证,O
56,McMaster,O
56,硕士,O
56,毕业证,O
56,_,O
56,诚招,O
56,代理,O
56,_,O
56,国外,O
56,毕业证,O
56,McMaster,O
56,_,O
56,University,O
57,北京,O
57,怀柔区,O
57,(,O
57,美女,O
57,微信,O
57,80708238,B-contact
57,),O
57,哪里,O
57,有,O
57,妓女,O
57,找校,O
57,鸡,O
57,的,O
57,地方,O
57,晋中,O
57,哪有,O
57,高端,O
57,小姐,O
57,服务,O
57,(,O
57,妹子,O
57,微信,O
57,80708238,B-contact
57,),O
57,措美县,O
57,-,O
57,南陵县,O
57,丨,O
57,惠安县,O
57,_,O
57,淮安,O
57,丨,O
57,GNTX,O
58,新疆,O
58,【,O
58,小姐,O
58,微信,O
58,87978378,B-contact
58,】,O
58,高端,O
58,小姐,O
58,一夜情,O
58,侯马,O
58,【,O
58,小姐,O
58,微信,O
58,87978378,B-contact
58,】,O
58,哪些地方,O
58,有,O
58,空姐,O
58,上门服务,O
58,巴中,O
58,丨,O
58,镇坪县,O
58,_,O
58,乐安县,O
58,_,O
58,榆树,O
58,-,O
58,im,O
59,《,O
59,加微信,O
59,看,O
59,样本,O
59,》,O
59,【,O
59,√,O
59,办理,O
59,美国,O
59,俄勒冈州,O
59,立,O
59,大学,O
59,毕,O
60,超,O
60,AGUCCI,O
60,顶级,O
60,原单,O
60,多少,O
60,钱,O
60,【,O
60,高仿,O
60,微信,O
60,１,B-contact
60,0,I-contact
60,0,I-contact
60,８,I-contact
60,６,I-contact
60,0,I-contact
60,８,I-contact
60,２,I-contact
60,】,O
60,批发,O
60,购买,O
60,出售,O
60,定制,O
60,高仿,O
60,精仿,O
60,，,O
60,一比,O
60,一,O
60,A,O
60,货,O
60,，,O
60,复刻,O
60,顶级,O
60,原单,O
60,《,O
60,微信,O
60,１,B-contact
60,0,I-contact
60,0,I-contact
60,８,I-contact
60,６,I-contact
60,0,I-contact
60,８,I-contact
60,２,I-contact
60,》,O
60,买,O
60,最,O
60,优惠,O
60,手表,O
60,，,O
60,包包,O
60,，,O
60,皮带,O
60,，,O
60,饰品,O
60,，,O
60,衣服,O
60,，,O
60,鞋子,O
60,】,O
60,香港,O
60,黄大仙区,O
60,LJ,O
61,新乡,O
61,代开,O
61,器材,O
61,发票,O
61,【,O
61,代,O
61,开票,O
61,(,O
61,微,O
61,▔,O
61,信,O
61,),O
61,,O
61,hnx618618,B-contact
61,】,O
61,可,O
61,查验,O
61,√,O
61,餐饮,O
61,发票,O
61,”,O
61,住宿,O
61,发票,O
61,”,O
61,租车,O
61,发票,O
61,”,O
61,咨询,O
61,费,O
61,发票,O
61,”,O
61,技术,O
61,服务,O
61,发票,O
61,”,O
61,会议,O
61,发票,O
61,”,O
61,运输,O
61,发票,O
61,”,O
61,租房,O
61,发票,O
61,”,O
61,办公用品,O
61,发票,O
61,”,O
61,设计费,O
61,发票,O
61,(,O
61,EtMGho1018,O
61,),O
62,中专,O
62,毕业证,O
62,丢,O
62,了,O
62,如何,O
62,评职称,O
62,【,O
62,办理,O
62,微信,O
62,81615152,B-contact
62,】,O
62,【,O
62,专业,O
62,制作,O
62,定,O
62,制定,O
62,做,O
62,，,O
62,造假,O
62,做假,O
62,，,O
62,高,O
62,仿真,O
62,精仿,O
62,『,O
62,微信,O
62,81615152,B-contact
62,』,O
62,购买,O
62,出售,O
62,办理,O
62,各类,O
62,真假,O
62,证件,O
62,】,O
62,美国,O
62,7SY5,O
63,龙口,O
63,(,O
63,美女,O
63,微信,O
63,87978378,B-contact
63,),O
63,哪里,O
63,能玩到,O
63,高端,O
63,模特,O
63,服务,O
63,kt2c,O
64,验,O
64,-,O
64,开票,O
64,项目,O
64,:,O
64,餐饮,O
64,-,O
64,住宿,O
64,-,O
64,咨询,O
64,-,O
64,会议,O
64,-,O
64,销售,O
64,-,O
64,房租,O
64,-,O
64,酒店,O
64,-,O
64,物业,O
64,-,O
64,建材,O
64,-,O
64,装修,O
64,-,O
64,材料,O
64,-,O
64,劳务,O
64,-,O
64,等,O
64,电子,O
64,发票,O
64,(,O
64,wfTc1004,B-contact
64,),O
65,阿尔及利亚,O
65,谷歌,O
65,搜索,O
65,seo,O
65,【,O
65,TG,O
65,电报,O
65,∶,O
65,e10838,B-contact
65,+,O
65,微信,O
65,同号,O
65,】,O
65,快速,O
65,收录,O
65,排名,O
65,.,O
65,tiw.0801,O
66,尔湾,O
66,分校,O
66,毕业证,O
66,《,O
66,做,O
66,证微,O
66,fuk7778,B-contact
66,》,O
66,LLX0cO,O
67,呼和浩特,O
67,外围,O
67,女明星,O
67,【,O
67,微,O
67,sjt479,B-contact
67,】,O
67,安排,O
67,.,O
67,ueo,O
68,苏州,O
68,姐妹,O
68,上门,O
68,预约,O
68,【,O
68,微,O
68,284377164,B-contact
68,】,O
68,安排,O
68,.,O
68,olu,O
69,订购,O
69,原版,O
69,〔,O
69,uga,O
69,毕业证,O
69,〕,O
69,《,O
69,q,O
69,微,O
69,83029288,B-contact
69,》,O
69,diplomauga,O
69,毕业证,O
69,ugauga,O
69,《,O
69,真实,O
69,可,O
70,【,O
70,留信网,O
70,认证,O
70,】,O
70,做,O
70,加拿大,O
70,2020,O
70,毕业证书,O
70,-,O
70,做,O
70,vanier2020,O
70,毕业证书,O
71,台,O
71,中,O
71,(,O
71,高端,O
71,小姐,O
71,微,O
71,87978378,B-contact
71,),O
71,哪里,O
71,能玩到,O
71,高端,O
71,模特,O
71,全套,O
71,服务,O
71,外围,O
71,小姐,O
71,-,O
71,小姐,O
71,服务,O
71,-,O
71,巴西,O
71,巴西利亚,O
71,.,O
71,堆龙德庆县,O
71,-,O
71,乐陵,O
71,-,O
71,清徐县,O
71,_,O
71,mpEx,O
72,Swansea,O
72,学费,O
72,单,O
72,(,O
72,qq,O
72,微信,O
72,3096623774,B-contact
72,),O
72,办斯旺西,O
72,大学,O
72,毕业证,O
72,|,O
72,学位证,O
72,|,O
72,成绩单,O
72,",",O
72,买,O
72,Swansea,O
72,在读,O
72,证明,O
72,，,O
72,办证,O
72,",",O
72,购买,O
72,Swansea,O
72,病假条,O
72,，,O
72,文凭,O
72,，,O
72,学历证书,O
72,Swansea,O
72,+,O
72,University,O
72,+,O
72,Diploma,O
72,+,O
72,Degree,O
72,+,O
72,Transcript,O
73,自学,O
73,考试,O
73,学位证,O
73,图片,O
73,「,O
73,办证,O
73,微,O
73,kaa7778,B-contact
73,」,O
73,fidgk,O
74,办高仿,O
74,iit,O
74,假,O
74,本科,O
74,毕业证,O
74,成绩单,O
74,q,O
74,-,O
74,微,O
74,：,O
74,-,O
74,185572498,B-contact
74,办,O
74,伊利诺伊,O
74,理,O
75,湖南,O
75,代孕,O
75,包,O
75,成功,O
75,微信,O
75,501913600,B-contact
75,湖南,O
75,代孕,O
75,包,O
75,成功,O
75,湖南,O
75,代孕,O
75,包,O
75,成功,O
75,湖南,O
75,代孕,O
75,包,O
75,成功,O
75,731,O
75,.,O
75,weu,O
76,韩国,O
76,大韩民国,O
76,海军官校,O
76,本科,O
76,offer,O
76,〖,O
76,办证,O
76,V,O
76,信,O
76,ATV1819,B-contact
76,〗,O
76,cGQv2,O
77,赣州,O
77,高端,O
77,外围,O
77,招聘,O
77,【,O
77,微,O
77,coo850,B-contact
77,】,O
77,安排,O
77,.,O
77,ezp,O
78,尉氏县,O
78,空投,O
78,外围,O
78,女,O
78,真实,O
78,上门服务,O
78,【,O
78,微信,O
78,】,O
78,812828338,B-contact
78,】,O
78,rN,O
79,恩施,O
79,(,O
79,高端,O
79,小姐,O
79,微,O
79,11582001,B-contact
79,),O
79,找,O
79,高端,O
79,明星,O
79,上门服务,O
79,外围,O
79,美女,O
79,特殊,O
79,服务,O
79,.,O
79,空姐,O
79,全套,O
79,.,O
79,通江县,O
79,丨,O
79,阜阳,O
79,颍,O
79,东区,O
79,丨,O
79,临城县,O
79,丨,O
79,南非,O
79,德班,O
79,丨,O
79,uxrR,O
80,佩斯利,O
80,大学本科,O
80,成绩单,O
80,〖,O
80,制证微,O
80,ATV1819,B-contact
80,〗,O
80,X4cukEu,O
81,永平县,O
81,哪里,O
81,有,O
81,出来,O
81,做,O
81,的,O
81,大学生,O
81,全套,O
81,服务,O
81,【,O
81,微,O
81,☀,O
81,️,O
81,812828338,B-contact
81,】,O
81,阜新蒙古族自治县,O
82,【,O
82,购证,O
82,V,O
82,信,O
82,atv1819,B-contact
82,】,O
82,密苏里州,O
82,驾驶证,O
82,哪里,O
82,能,O
82,买,O
82,到,O
82,【,O
82,购证,O
82,V,O
82,信,O
82,atv1819,B-contact
82,】,O
82,密苏里州,O
82,结婚证,O
82,怎么,O
82,仿制,O
82,【,O
82,rtnFrOnL,O
83,仿真,O
83,卢森堡,O
83,驾照,O
83,【,O
83,微信,O
83,931219191,B-contact
83,】,O
83,专业,O
83,制作,O
83,仿真,O
83,卢森堡,O
83,驾照,O
83,巢湖,O
83,bC,O
84,杜克大学,O
84,文凭,O
84,毕业证,O
84,样本,O
84,照片,O
84,【,O
84,办证,O
84,加微,O
84,ADXC68,B-contact
84,】,O
84,jtY,O
85,咸阳,O
85,哪些地方,O
85,有,O
85,外围,O
85,女媛交,O
85,一夜情,O
85,(,O
85,妹子,O
85,微信,O
85,11582001,B-contact
85,),O
85,宾川县,O
85,丨,O
85,鸡西,O
85,麻山区,O
85,.,O
85,宜川县,O
85,.,O
85,伊春,O
85,丨,O
85,39UX,O
86,336435449,O
86,-,O
86,【,O
86,心得,O
86,】,O
86,《,O
86,禍水,O
86,》,O
86,by,O
86,蜀,O
86,七,O
87,汕头,O
87,商务,O
87,模特,O
87,上门,O
87,【,O
87,微,O
87,:,O
87,117,B-contact
87,⑨,I-contact
87,0,I-contact
87,⑨,I-contact
87,11,I-contact
87,】,O
87,安排,O
87,.,O
87,hrq,O
88,原单,O
88,精工,O
88,原单,O
88,包,O
88,进货,O
88,【,O
88,微信,O
88,１,B-contact
88,0,I-contact
88,0,I-contact
88,８,I-contact
88,６,I-contact
88,0,I-contact
88,８,I-contact
88,２,I-contact
88,】,O
88,低价,O
88,批发,O
88,购买,O
88,出售,O
88,定制,O
88,各种,O
88,奢侈品,O
88,包包,O
88,，,O
88,皮带,O
88,，,O
88,饰品,O
88,，,O
88,衣服,O
88,，,O
88,鞋子,O
88,《,O
88,微信,O
88,１,B-contact
88,0,I-contact
88,0,I-contact
88,８,I-contact
88,６,I-contact
88,0,I-contact
88,８,I-contact
88,２,I-contact
88,》,O
88,价格,O
88,最低,O
88,，,O
88,质量,O
88,最优,O
88,，,O
88,市场,O
88,上,O
88,最,O
88,便宜,O
88,商家,O
88,】,O
88,长沙,O
88,rTd9,O
89,徐州,O
89,外围,O
89,最新,O
89,招聘,O
89,信息,O
89,【,O
89,微,O
89,:,O
89,11,B-contact
89,⑧,I-contact
89,56,I-contact
89,⑧,I-contact
89,11,I-contact
89,】,O
89,安排,O
89,.,O
89,grh,O
90,办,O
90,德国,O
90,霍恩,O
90,海姆,O
90,大学,O
90,毕业证,O
90,【,O
90,微,O
90,bwp1368,B-contact
90,】,O
90,霍恩,O
90,海姆,O
90,大学,O
90,办,O
90,毕业证,O
90,成绩单,O
90,/,O
90,德国,O
90,办,O
90,假文凭,O
90,学历,O
90,,O
90,凌海,O
90,3T7z,O
91,广州,O
91,高端,O
91,处女,O
91,预约,O
91,价格,O
91,【,O
91,微,O
91,sjt479,B-contact
91,】,O
91,靠,O
91,谱,O
91,.,O
91,sxm,O
92,比利时,O
92,谷歌,O
92,留痕,O
92,代发,O
92,【,O
92,TG,O
92,电报,O
92,∶,O
92,e10838,B-contact
92,+,O
92,微信,O
92,同号,O
92,】,O
92,快速,O
92,收录,O
92,排名,O
92,.,O
92,wlr.0803,O
93,襄阳,O
93,外围,O
93,美女,O
93,本地,O
93,陪,O
93,玩,O
93,上门,O
93,【,O
93,微信,O
93,87978378,B-contact
93,】,O
93,德江县,O
93,-,O
93,景县,O
93,~,O
93,德化县,O
93,-,O
93,美国,O
93,蒙特雷,O
93,~,O
93,N8tG,O
94,【,O
94,微信,O
94,客服,O
94,11656621,B-contact
94,】,O
94,德普,O
94,之星,O
94,作弊器,O
